fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,class
8.9,0.3,0.35,4.6,0.032,32.0,148.0,0.99458,3.15,0.45,,7,1
5.204653223529679,1.6750039009224347,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,,7,1
9.820722607459093,0.031841187326156706,0.4,11.6,0.032,34.0,214.0,0.9963,3.1,0.51,9.8,6,1
6.7,0.64,0.3,1.2,0.03,18.0,76.0,0.9892,3.16,0.6,,4,1
7.2,0.37,0.4,11.6,0.032,34.0,214.0,0.9963,3.1,0.51,9.8,6,1
6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,7,1
7.6,0.28,0.49,20.15,0.06,30.0,145.0,1.00196,3.01,0.44,8.5,5,1
6.3,0.29,0.28,4.7,0.059,28.0,81.0,0.99036,3.24,0.56,12.7,8,1
6.2,0.28,0.28,4.3,0.026,22.0,105.0,0.989,2.98,0.64,13.1,8,1
7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.99947,3.35,0.78,9.1,5,1
6.4,1.5255867971519061,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,6,1
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,1
7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,1
5.8,2.4190885528605106,0.26,10.05,0.039,63.0,162.0,0.99375,3.33,0.5,11.2,6,1
4.856832940533862,1.3499506222460813,0.27,4.9,0.034,18.0,122.0,0.9916,3.36,0.71,12.5,6,1
7.1,0.18,0.39,14.5,0.051,48.0,156.0,0.99947,3.35,0.78,9.1,5,1
7.812901601125067,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,6,1
7.061731848556251,1.052765694965757,0.39,15.25,0.047,45.0,158.0,0.99946,3.34,0.77,,6,1
7.8,4.468580399633543,0.29,3.15,0.044,41.0,117.0,0.99153,3.24,0.35,,5,1
4.493561989751426,-4.5363213582553685,0.27,1.3,0.037,30.0,86.0,0.98834,3.05,0.59,12.9,7,1
8.2,-2.053646835675292,0.29,5.2,0.076,19.0,92.0,0.99138,2.95,0.39,12.5,6,1
6.5,0.24,0.28,1.1,0.034,26.0,83.0,0.98928,3.25,0.33,12.3,6,1
5.321421762024387,0.24,0.23,7.1,0.041,20.0,97.0,0.99246,3.1,0.85,11.4,6,1
6.7,0.4,0.22,8.8,0.052,24.0,113.0,0.99576,3.22,0.45,9.4,5,1
7.579962615056525,0.37968205794306775,0.44,18.5,0.057,65.0,224.0,0.99956,3.11,0.53,9.1,5,1
6.7,0.4,0.22,8.8,0.052,24.0,113.0,0.99576,3.22,0.45,9.4,5,1
6.8,-2.019602748787723,0.32,1.4,0.04,35.0,106.0,0.99026,3.16,0.66,12.0,5,1
4.169335590837676,0.25,0.28,1.2,0.04,31.0,111.0,0.99174,3.18,0.53,11.1,5,1
7.255188036870549,0.27,0.27,5.0,0.035,14.0,97.0,0.99058,3.1,0.33,11.8,7,1
4.585263121052455,0.16,0.22,1.6,0.042,36.0,106.0,0.9905,3.24,0.32,11.4,6,1
7.082101913944691,0.3,0.44,18.75,0.057,65.0,224.0,0.99956,3.11,0.53,9.1,5,1
10.751887698505676,-1.0380976147318233,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,,8,1
7.3,4.2032253486701325,0.3,9.4,0.057,34.0,178.0,0.99554,3.15,0.44,10.4,6,1
5.495423864319143,0.17,0.29,9.7,0.044,33.0,98.0,0.99536,3.12,0.36,,6,1
6.7,0.023087078126824756,0.29,4.75,0.034,29.0,134.0,0.99056,3.29,0.46,13.0,7,1
9.359413020575976,0.15,0.32,6.0,0.033,59.0,128.0,0.99192,3.19,0.71,12.1,8,1
6.6,-5.277633083141922,0.29,5.35,0.029,43.0,106.0,0.99112,2.93,0.43,11.5,7,1
1.223901432348514,0.21,0.29,5.35,0.029,43.0,106.0,0.99112,2.93,0.43,11.5,7,1
8.0,-1.0300251880028368,0.48,6.8,0.047,13.0,134.0,0.99616,3.23,0.7,10.0,5,1
5.6,0.5143395224016162,0.3,6.9,0.038,23.0,89.0,0.99266,3.25,0.49,,6,1
4.388910959078216,0.54,0.0,1.4,0.033,40.0,107.0,0.98918,3.26,0.35,12.4,5,1
7.3,0.23,0.24,0.9,0.031,29.0,86.0,0.98926,2.9,0.38,,6,1
6.083065863228218,0.39,0.13,1.2,0.042,60.0,172.0,0.99114,3.06,0.52,10.6,5,1
6.1,0.105,0.31,1.3,0.037,55.0,145.0,0.9912,3.41,0.41,11.1,7,1
5.8,0.43906859736898063,0.2,2.6,0.027,17.0,123.0,0.98936,3.36,0.78,13.9,7,1
7.6,1.8881123240392432,0.28,12.0,0.056,68.0,143.0,0.9983,2.99,0.3,9.2,6,1
12.569992037619377,1.6131657242664212,0.4,9.85,0.055,41.0,103.0,0.99532,2.98,0.56,10.5,6,1
0.8201437502203293,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,8,1
6.511370414321669,-0.24647829557795728,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6,1
10.570066552748788,-3.2791192747363,0.31,1.6,0.035,40.0,106.0,0.98914,3.26,0.39,12.9,7,1
4.544938784199385,0.29,0.41,7.8,0.046,52.0,171.0,0.99537,3.12,0.51,,5,1
6.8,0.19,0.34,1.9,0.04,41.0,108.0,0.99,3.25,0.45,12.9,6,1
6.8,0.17,0.34,2.0,0.04,38.0,111.0,0.99,3.24,0.45,12.9,6,1
6.6,-1.083417754912687,0.27,10.3,0.047,54.0,219.0,0.99742,3.04,0.45,8.8,5,1
5.961483568722989,0.16,0.36,1.1,0.031,27.0,93.0,0.98884,3.23,0.34,13.2,8,1
8.595216955166618,0.22,0.28,12.0,0.056,68.0,143.0,0.9983,2.99,0.3,9.2,6,1
6.7,-1.6283296698653946,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,8,1
7.353525661168341,0.19,0.4,9.85,0.055,41.0,103.0,0.99532,2.98,0.56,10.5,6,1
11.397311426363242,-0.695311408058768,0.36,2.0,0.045,24.0,131.0,0.99284,3.3,0.59,10.5,6,1
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8,1
6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5,9.5,6,1
6.2,2.4335056057736604,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,9.8,6,1
7.545421430219696,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,8,1
7.6,0.31,0.24,1.8,0.037,39.0,150.0,0.9913,3.05,0.44,,7,1
10.183318686542657,0.36,0.45,10.4,0.06,22.0,184.0,0.99711,3.31,0.56,,6,1
4.819974928070266,0.32,0.28,4.7,0.039,34.0,94.0,0.98964,3.22,0.57,13.1,7,1
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,8,1
3.5784237662491103,1.432308248691257,0.3,1.1,0.047,36.0,131.0,0.992,3.26,0.45,10.4,5,1
5.4,2.922017141225057,0.27,6.4,0.033,20.0,102.0,0.98944,3.22,0.27,,8,1
6.1,0.36,0.26,8.15,0.035,14.0,88.0,0.99031,3.06,0.27,,7,1
5.522830420941093,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,8,1
7.5,0.21,0.32,4.8,0.056,39.0,113.0,0.99393,3.11,0.52,10.2,7,1
6.9,0.28,0.33,1.2,0.039,16.0,98.0,0.9904,3.07,0.39,11.7,6,1
6.5,0.22,0.19,1.1,0.064,36.0,191.0,0.99297,3.05,0.5,9.5,6,1
7.8,0.2,0.2,1.4,0.036,25.0,83.0,0.99088,3.03,0.46,,6,1
6.7,0.28,0.31,7.4,0.041,7.0,81.0,0.99254,3.04,0.47,,8,1
4.122690719897195,0.31,0.24,1.8,0.037,39.0,150.0,0.9913,3.05,0.44,11.8,7,1
8.0,0.2,0.44,1.0,0.057,24.0,111.0,0.99158,3.09,0.32,,6,1
6.0,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13.0,7,1
7.450535088630286,0.28,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,,7,1
5.542365661734263,0.24,0.36,8.4,0.042,42.0,123.0,0.99473,3.34,0.52,10.9,6,1
6.3,0.22,0.28,2.4,0.042,38.0,102.0,0.98998,3.14,0.37,11.6,7,1
6.0,-0.9122496108083817,0.28,3.95,0.038,61.0,134.0,0.99146,3.3,0.54,11.3,7,1
7.7,0.43,1.0,19.95,0.032,42.0,164.0,0.99742,3.29,0.5,,6,1
6.4,0.3,0.36,2.0,0.052,18.0,141.0,0.99273,3.38,0.53,,6,1
6.1,0.33,0.3,3.0,0.036,30.0,124.0,0.98922,3.31,0.4,13.1,7,1
6.0,4.8050823048542,0.27,15.5,0.036,31.0,134.0,0.99408,3.19,0.44,13.0,7,1
6.7,0.24,0.36,8.4,0.042,42.0,123.0,0.99473,3.34,0.52,10.9,6,1
4.684633300067574,0.29,0.45,14.3,0.054,30.0,181.0,0.99869,3.14,0.57,9.1,5,1
8.395975228863005,0.33,0.31,4.2,0.04,21.0,93.0,0.9896,3.18,0.48,13.4,7,1
6.5,2.178515537790161,0.34,1.4,0.029,29.0,133.0,0.99108,3.33,0.64,11.5,7,1
6.0,0.2,0.32,3.0,0.031,26.0,118.0,0.99134,3.38,0.68,11.2,7,1
7.5,0.6667040455258718,0.28,4.9,0.042,21.0,155.0,0.99385,3.36,0.57,,6,1
3.668852666077134,2.1700397531339077,0.28,2.4,0.036,35.0,115.0,0.98936,3.19,0.44,13.5,7,1
9.011506641567383,-1.7372812438930945,0.45,14.3,0.054,30.0,181.0,0.99869,3.14,0.57,9.1,5,1
6.4,0.26,0.25,10.7,0.046,66.0,179.0,0.99606,3.17,0.55,9.9,6,1
7.0,0.22,0.24,11.0,0.041,75.0,167.0,0.99508,2.98,0.56,10.5,6,1
5.064987834525917,0.19,0.28,1.4,0.046,22.0,90.0,0.99038,3.18,0.51,11.7,7,1
6.3,0.21,0.31,1.2,0.043,30.0,117.0,0.99158,3.49,0.68,11.0,6,1
7.9,0.35,0.28,12.9,0.032,13.0,63.0,0.9932,2.99,0.43,,6,1
7.7,0.38,0.23,10.8,0.03,28.0,95.0,0.99164,2.93,0.41,,6,1
10.277289332282551,-6.136262647881264,0.33,1.3,0.031,22.0,87.0,0.98987,3.08,0.62,12.3,7,1
7.2,-1.4900891072093345,0.34,2.0,0.044,61.0,171.0,0.98947,3.25,0.53,13.3,7,1
6.6,2.5323708717265054,0.29,1.8,0.036,38.0,102.0,0.98819,3.08,0.42,13.7,7,1
7.5,0.2,0.41,1.2,0.05,26.0,131.0,0.99133,3.19,0.52,11.1,5,1
5.721787265311299,0.33,0.62,7.5,0.038,46.0,132.0,0.99143,3.23,0.43,13.4,7,1
6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3,,5,1
5.9,0.23,0.24,3.8,0.038,61.0,152.0,0.99139,3.31,0.5,11.3,7,1
8.495728999673773,0.5606481190668906,0.41,7.2,0.048,55.0,178.0,0.99537,3.2,0.46,9.4,5,1
6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3,9.1,5,1
5.3,0.36,0.27,6.3,0.028,40.0,132.0,0.99186,3.37,0.4,11.6,6,1
5.3,-0.05050341803362013,0.27,6.3,0.028,40.0,132.0,0.99186,3.37,0.4,11.6,6,1
9.438687121318718,0.27,0.28,0.8,0.024,29.0,128.0,0.98984,3.01,0.35,12.4,6,1
7.6,0.23,0.29,8.6,0.053,65.0,146.0,0.9963,3.11,0.32,9.8,6,1
9.13170562114346,-1.793520212333184,0.13,6.3,0.036,19.0,50.0,0.99312,3.09,0.25,11.1,4,1
7.1,-5.517477477749607,0.27,3.1,0.034,28.0,134.0,0.9897,3.26,0.38,13.1,7,1
7.2,4.584536862444371,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7,5,1
6.729840676442882,0.28,0.44,7.1,0.048,49.0,179.0,0.99528,3.15,0.48,9.2,5,1
2.209807762970269,0.23,0.46,6.4,0.036,17.0,85.0,0.99279,3.1,0.78,11.7,6,1
9.626380617726396,0.22,0.3,14.7,0.045,50.0,136.0,0.99704,3.14,0.37,10.6,6,1
7.2,-0.3136842254348215,0.35,7.2,0.046,45.0,178.0,0.9955,3.14,0.53,9.7,5,1
6.4,0.28,0.44,7.1,0.048,49.0,179.0,0.99528,3.15,0.48,9.2,5,1
7.2,0.24,0.28,1.9,0.032,30.0,92.0,0.9914,3.1,0.39,,6,1
5.936951232626279,0.27,0.47,1.2,0.146,28.0,105.0,0.99224,3.23,0.51,10.1,5,1
8.86854823206444,0.28,0.25,4.8,0.029,54.0,128.0,0.99074,3.17,0.44,,7,1
9.27073943060657,0.27,0.31,1.2,0.031,27.0,80.0,0.98892,3.03,0.33,12.7,6,1
7.8,0.28,0.25,3.4,0.024,27.0,99.0,0.98959,2.98,0.37,13.0,6,1
8.1,0.26,0.27,4.3,0.03,43.0,123.0,0.99212,3.16,0.33,11.2,6,1
6.6,-1.0586139456915729,0.37,8.5,0.036,46.0,153.0,0.99576,3.2,0.48,,6,1
3.6801105569659747,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,6,1
6.0,0.33,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,6,1
4.555613784474109,-1.814938801275617,0.29,19.5,0.039,69.0,237.0,1.00037,3.1,0.48,9.2,6,1
6.6,3.993567432879887,0.37,8.5,0.036,46.0,153.0,0.99576,3.2,0.48,9.4,6,1
7.3,0.2,0.29,19.9,0.039,69.0,237.0,1.00037,3.1,0.48,9.2,6,1
6.2,3.1140524371381533,0.19,8.3,0.029,24.0,142.0,0.992,3.22,0.45,12.3,6,1
6.0,-2.571718392632861,0.2,1.8,0.031,49.0,159.0,0.9919,3.41,0.53,11.0,6,1
9.166065304347011,0.14,0.32,1.1,0.022,48.0,116.0,0.99218,3.04,0.67,10.0,6,1
5.7,3.7136288951306047,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,,6,1
4.790252911768459,-0.21521125676380162,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,6,1
5.7,-1.6116265639616818,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,6,1
10.909287838399491,-0.6808371603926515,0.28,0.9,0.023,49.0,87.0,0.99062,2.92,0.36,,6,1
5.26539717141093,0.14,0.15,6.1,0.042,27.0,123.0,0.99362,3.06,0.6,9.9,6,1
7.870229332344865,0.21,0.21,10.2,0.037,17.0,112.0,0.99324,3.66,0.48,,7,1
9.369913452627305,-2.1498917515446907,0.28,0.9,0.023,49.0,87.0,0.99062,2.92,0.36,,6,1
5.7,0.22,0.22,16.65,0.044,39.0,110.0,0.99855,3.24,0.48,9.0,6,1
7.5,0.34,0.24,3.85,0.031,5.0,34.0,0.99098,3.01,0.36,11.8,4,1
7.463924981142445,-3.3226313082463705,0.28,4.4,0.032,19.0,78.0,0.99036,3.11,0.62,12.9,6,1
7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,5,1
7.6,2.698392896525768,0.34,3.2,0.028,42.0,162.0,0.9903,3.01,0.33,12.4,6,1
5.877966403779177,-0.18211457709440393,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,5,1
6.6,2.491628600935812,0.28,4.4,0.032,19.0,78.0,0.99036,3.11,0.62,,6,1
8.0,1.1116399933886392,0.27,9.7,0.036,15.0,85.0,0.99406,2.99,0.36,11.2,6,1
7.6,0.38,0.28,4.2,0.029,7.0,112.0,0.9906,3.0,0.41,12.6,6,1
7.59728284218455,0.26,0.27,4.2,0.031,20.0,80.0,0.99089,3.12,0.39,11.5,6,1
7.8,0.15,0.34,1.1,0.035,31.0,93.0,0.99096,3.07,0.72,11.3,7,1
11.578558144858128,1.895623334059719,0.27,9.7,0.036,15.0,85.0,0.99406,2.99,0.36,11.2,6,1
6.737353624010041,0.26,0.27,4.2,0.031,20.0,80.0,0.99089,3.12,0.39,11.5,6,1
5.9,0.655,0.0,5.6,0.033,8.0,31.0,0.9936,3.32,0.51,10.5,4,1
7.6,-5.757960416221261,0.28,4.2,0.029,7.0,112.0,0.9906,3.0,0.41,12.6,6,1
7.8,0.31,0.4,1.6,0.027,20.0,87.0,0.9911,3.15,0.48,11.9,6,1
9.693523331051566,0.17,0.21,1.6,0.036,24.0,119.0,0.99396,3.18,0.52,10.1,6,1
6.939080228749118,-2.420280748071051,0.28,1.1,0.027,32.0,112.0,0.99089,3.15,0.45,,7,1
7.7738121282362656,0.28,0.36,14.6,0.048,35.0,161.0,0.9968,3.14,0.56,,5,1
12.470232270814897,1.9380942662055445,0.27,2.6,0.035,39.0,120.0,0.99138,3.04,0.59,,7,1
10.305190093118654,0.22,0.22,1.2,0.038,5.0,124.0,0.99098,3.1,0.37,11.2,4,1
7.4,-3.574492082407904,0.28,7.25,0.028,14.0,78.0,0.99238,2.94,0.37,,7,1
7.5,1.4191952514366946,0.21,6.55,0.026,33.0,143.0,0.99244,2.92,0.35,11.1,5,1
7.2,0.26,0.24,7.0,0.023,19.0,130.0,0.99176,3.14,0.49,12.8,7,1
6.538211445587155,0.32,0.32,1.5,0.037,12.0,76.0,0.98993,3.3,0.46,12.3,6,1
8.343362263808103,-3.9321137400557244,0.3,1.4,0.041,15.0,102.0,0.9929,3.26,0.53,10.4,6,1
7.4,0.25,0.28,7.25,0.028,14.0,78.0,0.99238,2.94,0.37,11.5,7,1
4.894388489347094,0.24,0.35,1.0,0.032,42.0,104.0,0.98988,3.16,0.37,11.7,7,1
5.8,0.28,0.28,4.2,0.044,52.0,158.0,0.992,3.35,0.44,10.7,7,1
6.2810853612051405,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6,1
6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6,1
6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,6,1
6.6,0.23933195048408257,0.35,1.5,0.037,37.0,107.0,0.99006,3.18,0.68,12.0,7,1
6.4,0.28,0.36,1.3,0.053,28.0,186.0,0.99211,3.31,0.45,10.8,5,1
5.6,5.10997118180817,0.27,3.9,0.043,52.0,158.0,0.99202,3.35,0.44,10.7,7,1
6.528193362645845,2.603800345994874,0.28,4.2,0.044,52.0,158.0,0.992,3.35,0.44,10.7,7,1
6.8,0.19,0.32,7.6,0.049,37.0,107.0,0.99332,3.12,0.44,10.7,7,1
7.2,-5.392222842322203,0.29,1.0,0.031,40.0,123.0,0.98958,3.12,0.4,12.1,7,1
6.6,0.17,0.28,1.1,0.034,55.0,108.0,0.98939,3.0,0.52,11.9,7,1
6.6,0.19,0.28,11.8,0.042,54.0,137.0,0.99492,3.18,0.37,10.8,6,1
8.351840768707383,0.2,0.24,1.4,0.033,65.0,169.0,0.99043,3.59,0.56,,7,1
6.6,0.39,0.38,9.7,0.053,49.0,226.0,0.99787,3.3,0.57,,6,1
6.8,0.12,0.3,12.9,0.049,32.0,88.0,0.99654,3.2,0.35,9.9,6,1
8.847662690732756,0.295,0.24,1.6,0.039,29.0,140.0,0.99304,3.35,0.61,10.4,7,1
3.2722228322864684,2.8051142129485536,0.24,7.2,0.038,28.0,137.0,0.9952,3.35,0.6,10.4,6,1
9.930948192035894,5.78671468018875,0.27,7.1,0.027,37.0,122.0,0.99165,3.15,0.6,12.6,7,1
7.4,0.36,0.23,1.9,0.017,31.0,69.0,0.9892,2.93,0.36,12.5,6,1
6.433678961867342,0.35,0.48,8.8,0.056,35.0,167.0,0.99628,3.04,0.47,9.4,5,1
3.4390259329673865,0.38,0.24,7.2,0.047,41.0,151.0,0.99604,3.11,0.6,9.2,5,1
10.809154212295764,8.531048030485218,0.18,1.4,0.047,30.0,90.0,0.99164,3.27,0.54,11.2,6,1
7.0,1.5852272124060678,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,,6,1
11.389836990213858,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,6,1
7.491240947021981,0.35,0.48,8.8,0.056,35.0,167.0,0.99628,3.04,0.47,9.4,5,1
6.8,0.14,0.18,1.4,0.047,30.0,90.0,0.99164,3.27,0.54,11.2,6,1
8.926380805715704,0.16,0.18,1.8,0.046,31.0,114.0,0.99226,3.27,0.55,10.8,6,1
7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,6,1
6.4,-3.713259771656065,0.24,7.2,0.047,41.0,151.0,0.99604,3.11,0.6,,5,1
7.2,0.24,0.3,1.2,0.037,11.0,95.0,0.98914,2.96,0.36,12.5,6,1
7.7,1.6240339340732883,0.61,11.8,0.041,66.0,188.0,0.99794,3.0,0.54,9.3,5,1
9.302347626233296,5.078100795024394,0.33,0.9,0.041,20.0,117.0,0.99048,3.21,0.5,11.4,5,1
11.287316458436752,0.27,0.24,12.6,0.044,48.0,118.0,0.99726,3.04,0.56,10.0,7,1
8.984205576295174,-0.11126453925091068,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42,10.6,6,1
2.3169351676842935,3.3293267686476744,0.26,4.7,0.04,108.0,168.0,0.99278,3.07,0.75,,7,1
13.129423246913383,0.27,0.24,12.6,0.044,48.0,118.0,0.99726,3.04,0.56,10.0,7,1
7.2,0.24,0.3,1.2,0.037,11.0,95.0,0.98914,2.96,0.36,12.5,6,1
9.996970668440127,0.45,0.28,26.05,0.031,27.0,122.0,1.00295,3.06,0.42,10.6,6,1
5.071427384181706,0.36,0.28,6.1,0.029,12.0,93.0,0.99054,3.19,0.27,12.8,7,1
7.7,-2.198808996633064,0.61,11.8,0.041,66.0,188.0,0.99794,3.0,0.54,,5,1
7.0,0.29,0.33,0.9,0.041,20.0,117.0,0.99048,3.21,0.5,11.4,5,1
3.3111247829277715,1.4870597593805521,0.2,5.6,0.117,61.0,183.0,0.99459,3.24,0.43,,5,1
7.914440291212252,0.38,0.2,5.3,0.117,57.0,181.0,0.99459,3.24,0.43,,6,1
5.565219884897263,-7.1087385455103815,0.2,5.7,0.118,61.0,172.0,0.9946,3.24,0.43,9.5,6,1
7.5899860619968775,-2.5510061455101543,0.25,8.0,0.036,21.0,124.0,0.99362,3.06,0.38,,6,1
6.6,0.281638058154432,0.25,8.0,0.036,21.0,124.0,0.99362,3.06,0.38,,6,1
6.5,0.21,0.51,17.6,0.045,34.0,125.0,0.99966,3.2,0.47,8.8,6,1
6.6,-0.7900701917293069,0.25,8.0,0.036,21.0,124.0,0.99362,3.06,0.38,10.8,6,1
7.6,0.31,0.27,8.8,0.021,57.0,156.0,0.99442,3.08,0.38,11.0,7,1
5.8,0.58,0.0,1.5,0.02,33.0,96.0,0.98918,3.29,0.38,12.4,6,1
6.5,0.26,0.39,1.4,0.02,12.0,66.0,0.99089,3.25,0.75,,7,1
10.93022052383479,0.3,0.34,4.8,0.018,23.0,127.0,0.99474,3.12,0.49,11.2,7,1
4.700674336009614,-3.6118524828272394,0.32,2.4,0.014,34.0,89.0,0.99008,3.24,0.66,12.5,7,1
6.7,0.13,0.32,3.7,0.017,32.0,99.0,0.99348,3.12,0.44,,6,1
6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.99283,3.12,0.56,11.0,6,1
2.651676021946988,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,10.5,6,1
7.157455403615934,0.25,0.4,5.7,0.052,56.0,152.0,0.99398,3.16,0.88,,6,1
5.199836434169079,-1.3089685942548681,0.33,4.9,0.047,42.0,130.0,0.99283,3.12,0.56,11.0,6,1
6.838287357197195,0.24,0.23,2.0,0.046,30.0,133.0,0.9908,3.12,0.54,11.4,7,1
5.9,1.16896514540399,0.28,5.1,0.039,50.0,139.0,0.99165,3.16,0.44,11.3,6,1
7.2,0.07131723866934359,0.22,4.5,0.031,10.0,73.0,0.99076,2.97,0.52,,7,1
6.4,0.47281270961260646,0.24,3.2,0.037,31.0,95.0,0.98942,2.9,0.66,12.6,7,1
3.270020689113206,0.31,0.25,6.65,0.032,30.0,138.0,0.99244,2.9,0.37,,5,1
6.243451826576087,2.4859064092572165,0.37,1.6,0.035,34.0,126.0,0.99058,3.26,0.47,12.3,6,1
6.9,0.19,0.6,4.0,0.037,6.0,122.0,0.99255,2.92,0.59,10.4,4,1
6.3,0.32,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,6,1
8.74485567311999,0.085,0.33,1.4,0.036,17.0,109.0,0.99306,3.27,0.61,9.5,6,1
8.117797522940391,-0.7094881021997395,0.17,17.75,0.06,51.0,190.0,0.99916,3.13,0.48,8.8,6,1
6.8,0.18,0.32,7.2,0.047,17.0,109.0,0.99498,3.42,0.44,,6,1
6.8,4.597533649155743,0.26,5.7,0.038,27.0,130.0,0.99,3.11,0.27,13.0,7,1
7.1,0.28,0.28,8.5,0.03,25.0,191.0,0.99338,3.16,0.46,12.2,7,1
5.7,-2.8178131983042376,0.47,11.4,0.035,49.0,128.0,0.99456,3.03,0.34,10.5,8,1
5.8,0.275,0.3,5.4,0.043,41.0,149.0,0.9926,3.33,0.42,10.8,7,1
5.4,6.314007659178556,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,8,1
3.4349260873801937,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,8,1
6.7,3.559115891482788,0.39,1.2,0.049,26.0,152.0,0.99346,3.5,0.47,10.0,6,1
6.1,-0.46799334153666583,0.12,1.8,0.05,11.0,76.0,0.99268,3.42,0.48,10.4,4,1
2.995206892045845,0.26,0.31,1.3,0.034,59.0,145.0,0.98944,3.16,0.54,12.4,6,1
5.0,-0.5779561126932413,0.54,5.7,0.035,54.0,155.0,0.98976,3.27,0.34,12.9,8,1
5.447291069255376,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,8,1
8.483098391058226,0.21,0.26,11.7,0.038,61.0,152.0,0.99523,3.02,0.56,10.5,7,1
7.015525420577653,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,,8,1
6.5,0.27,0.26,11.0,0.03,2.0,82.0,0.99402,3.07,0.36,11.2,5,1
5.9,0.37,0.32,1.6,0.029,41.0,102.0,0.98916,3.41,0.55,12.7,7,1
6.2,0.21,0.18,11.6,0.044,61.0,155.0,0.99655,3.14,0.52,9.4,6,1
6.8,0.9202067748352079,0.29,6.2,0.025,29.0,95.0,0.99071,3.03,0.32,12.9,7,1
7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.98889,2.96,0.35,13.0,8,1
5.4,0.3,0.3,1.2,0.029,25.0,93.0,0.98742,3.31,0.4,13.6,7,1
6.6,2.1360127896159304,0.2,1.0,0.053,26.0,112.0,0.99336,3.32,0.55,9.1,5,1
4.06352046691607,3.533644825700371,0.19,2.4,0.049,42.0,166.0,0.992,3.25,0.43,10.4,6,1
5.3,-3.72177374404525,0.3,1.2,0.029,25.0,93.0,0.98742,3.31,0.4,13.6,7,1
6.9,0.58,0.58,8.2,0.032,29.0,169.0,0.99275,3.28,0.44,12.2,6,1
7.2,1.542327866183741,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,5,1
7.99347332745981,0.2,0.27,9.6,0.037,19.0,105.0,0.99444,3.04,0.37,10.5,7,1
6.8,0.15,0.41,12.9,0.044,79.5,183.0,0.99742,3.24,0.78,10.2,6,1
